tag_id,platform,system,subsystem,equipment_id,equipment_type,signal_name,description_ko,io_type,data_type,unit,tag_class,value_basis,limit_basis,model_mapping,normal_or_initial,alarm_limits,trip_or_event_logic,priority,sample_ms,editable,gt_trip_behavior,source_url,notes
TSP.ST.LP.EFF_IS,Thermo VPP,ST,LP_TURBINE,A-ST-LP-301,StodolaTurbine,EFF_IS,LP 터빈 등엔트로피 효율,AI,REAL,%,M,M,A,StodolaTurbine.eff_is,MODEL,N/A,,INFO,100,N,model response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Stage presence [M]; equipment tag and valve mapping [A]
TSP.COND.PRESS,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,PRESS,복수기 절대압력,AI,REAL,Pa,M,M,A,DynamicCondenser.press,6100,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]
TSP.COND.LEVEL,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,LEVEL,Hotwell 수위,AI,REAL,%,M,M,A,DynamicCondenser.level,MODEL,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]
TSP.COND.STEAM_FLOW_IN,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,STEAM_FLOW_IN,복수기 유입증기량,AI,REAL,t/h,M,M,A,DynamicCondenser.steam_flow_in,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.COND.COND_FLOW_OUT,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,COND_FLOW_OUT,복수 유출량,AI,REAL,t/h,M,M,A,DynamicCondenser.cond_flow_out,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.COND.THERMAL_POWER,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,THERMAL_POWER,복수기 열부하,AI,REAL,W,M,M,A,DynamicCondenser.thermal_power,428 MW,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]
TSP.COND.CW_TEMP_IN,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,CW_TEMP_IN,냉각수 입구온도,AI,REAL,K,M,M,A,DynamicCondenser.cw_temp_in,USER_EDIT,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]
TSP.COND.CW_TEMP_OUT,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,CW_TEMP_OUT,냉각수 출구온도,AI,REAL,K,M,M,A,DynamicCondenser.cw_temp_out,305 K,N/A,,INFO,100,N,transient response,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]
TSP.COND.CW_FLOW,Thermo VPP,COND,DYNAMIC_CONDENSER,A-CD-401,DynamicCondenser,CW_FLOW,냉각수 유량,AI,REAL,t/h,M,M,A,DynamicCondenser.cw_flow,MODEL,N/A,,INFO,100,N,decreases after steam decay,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Condenser existence/nominal references [M]; alarm logic [T/A]; Published mass-flow boundary uses t/h with exact ×3.6 conversion.
TSP.GEN.ACTIVE_POWER,Thermo VPP,GEN,ST_GENERATOR,A-G-401,Generator,ACTIVE_POWER,발전기 유효전력,AI,REAL,W,M,M,A,Generator.active_power,up to 277 MW ST nominal,N/A,,INFO,100,N,decreases as steam decays,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Generator existence/power output [M]; electrical and SOE fields [A/T]
TSP.GEN.MECH_POWER_IN,Thermo VPP,GEN,ST_GENERATOR,A-G-401,Generator,MECH_POWER_IN,발전기 입력 기계동력,AI,REAL,W,M,M,A,Generator.mech_power_in,MODEL/USER_EDIT,N/A,,INFO,100,N,decreases as steam decays,https://ep.liu.se/konferensartikel.aspx?Article_No=46&issue=132&series=,Generator existence/power output [M]; electrical and SOE fields [A/T]
