raw_tag_id,system,equipment_id,signal_role,data_type,unit,description_ko,description_en,canonical_tag,local_display_alias,scope_class,writable,scenario_lab_role,analysis_policy,unit_status,interpretation_method,source_url,source_commit,is_native,live_existence,live_variant_type,live_node_id
vppVlvHPFWIsoFb,HRSG,HP-FW-ISO-VALVE,MODEL_INTERNAL,REAL,pu,HP 급수 격리밸브 밸브 개도 피드백,HP feedwater isolation valve valve position feedback,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012114)
vppVlvHPFWIsoManualCmdNative,HRSG,HP_FW_ISO_VLV,COMMAND_INPUT,REAL,pu,HP_FW_ISO_VLV 수동 밸브 개도 명령,HP_FW_ISO_VLV manual command,CMD.VLV.HP_FW_ISO_VLV.MANUAL_POSITION,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,MANUAL_COMMAND,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012115)
vppVlvHPFWIsoMassFlowTH,HRSG,HP-FW-ISO-VALVE,PHYSICAL_OR_PROCESS,REAL,t/h,HP 급수 격리밸브 밸브 질량유량,HP feedwater isolation valve valve mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012116)
vppVlvHPFWIsoModeAutoNative,HRSG,HP_FW_ISO_VLV,COMMAND_INPUT,BOOL,BOOL,HP_FW_ISO_VLV 자동/수동 모드 선택,HP_FW_ISO_VLV auto man select,CMD.VLV.HP_FW_ISO_VLV.MODE_AUTO,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,AUTO_MAN_SELECT,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012117)
vppVlvHPFWIsoTarget,HRSG,HP-FW-ISO-VALVE,MODEL_INTERNAL,REAL,pu,HP 급수 격리밸브 밸브 내부 목표값,HP feedwater isolation valve internal valve target,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012118)
vppVlvHPSteamAutoCmd,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,REAL,pu,HP 증기밸브 자동 제어 명령,HP steam valve automatic control command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012119)
vppVlvHPSteamCmd,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,REAL,pu,HP 증기밸브 최종 밸브 명령,HP steam valve resolved valve command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012120)
vppVlvHPSteamCv,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,REAL,Cv,HP 증기밸브 밸브 유량계수,HP steam valve valve flow coefficient,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012121)
vppVlvHPSteamDPPa,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,REAL,Pa,HP 증기밸브 밸브 차압,HP steam valve valve differential pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012122)
vppVlvHPSteamDeviation,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,pu,HP 증기밸브 명령-피드백 편차,HP steam valve command-feedback deviation,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012123)
vppVlvHPSteamFaultActive,HRSG,HP_STEAM_VLV,FAULT_STATUS,BOOL,BOOL,HP 증기밸브 고장 활성 상태,HP_STEAM_VLV fault-active status,DCS.VLV.HP_STEAM_VLV.FAULT_ACTIVE,,SCENARIO_LAB_FEEDBACK,N,FAULT_STATUS,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,a2969a95611c1a2de8f5db702b82796edeadedbc,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000360)
vppVlvHPSteamFaultEnableNative,HRSG,HP_STEAM_VLV,LAB_FAULT_CONTROL,BOOL,BOOL,HP_STEAM_VLV 밸브 고장 주입 활성,HP_STEAM_VLV fault enable,CMD.VLV.HP_STEAM_VLV.FAULT_ENABLE,,SCENARIO_LAB_CONTROL,Y,FAULT_ENABLE,WHEN_LOGGED_RAW_VALUE_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012124)
vppVlvHPSteamFaultValueNative,HRSG,HP_STEAM_VLV,LAB_FAULT_CONTROL,REAL,pu,HP_STEAM_VLV 고장 시 강제 적용 개도,HP_STEAM_VLV fault forced value,CMD.VLV.HP_STEAM_VLV.FAULT_POSITION,,SCENARIO_LAB_CONTROL,Y,FAULT_FORCED_VALUE,WHEN_LOGGED_RAW_VALUE_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012125)
vppVlvHPSteamFb,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,REAL,pu,HP 증기밸브 밸브 개도 피드백,HP steam valve valve position feedback,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012126)
vppVlvHPSteamManualCmdNative,HRSG,HP_STEAM_VLV,COMMAND_INPUT,REAL,pu,HP_STEAM_VLV 수동 밸브 개도 명령,HP_STEAM_VLV manual command,CMD.VLV.HP_STEAM_VLV.MANUAL_POSITION,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,MANUAL_COMMAND,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012127)
vppVlvHPSteamMassFlowTH,HRSG,HP-STEAM-VALVE,PHYSICAL_OR_PROCESS,REAL,t/h,HP 증기밸브 밸브 질량유량,HP steam valve valve mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012128)
vppVlvHPSteamModeAutoNative,HRSG,HP_STEAM_VLV,COMMAND_INPUT,BOOL,BOOL,HP_STEAM_VLV 자동/수동 모드 선택,HP_STEAM_VLV auto man select,CMD.VLV.HP_STEAM_VLV.MODE_AUTO,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,AUTO_MAN_SELECT,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012129)
vppVlvHPSteamTarget,HRSG,HP-STEAM-VALVE,MODEL_INTERNAL,REAL,pu,HP 증기밸브 밸브 내부 목표값,HP steam valve internal valve target,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012130)
vppVlvHPTurbAdmAutoCmd,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,REAL,pu,HP 터빈 입구밸브 자동 제어 명령,HP turbine admission valve automatic control command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012131)
vppVlvHPTurbAdmCmd,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,REAL,pu,HP 터빈 입구밸브 최종 밸브 명령,HP turbine admission valve resolved valve command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012132)
vppVlvHPTurbAdmCv,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,REAL,Cv,HP 터빈 입구밸브 밸브 유량계수,HP turbine admission valve valve flow coefficient,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012133)
vppVlvHPTurbAdmDPPa,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,REAL,Pa,HP 터빈 입구밸브 밸브 차압,HP turbine admission valve valve differential pressure,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012134)
vppVlvHPTurbAdmDeviation,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,BOOL_OR_BINARY_REAL,pu,HP 터빈 입구밸브 명령-피드백 편차,HP turbine admission valve command-feedback deviation,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012135)
vppVlvHPTurbAdmFaultActive,ST,HP_TURB_ADM_VLV,FAULT_STATUS,BOOL,BOOL,HP 터빈 입구밸브 고장 활성 상태,HP_TURB_ADM_VLV fault-active status,DCS.VLV.HP_TURB_ADM_VLV.FAULT_ACTIVE,,SCENARIO_LAB_FEEDBACK,N,FAULT_STATUS,RAW_EVIDENCE_ALLOWED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/a2969a95611c1a2de8f5db702b82796edeadedbc/opcua_native_valve_nodes_v1.csv,a2969a95611c1a2de8f5db702b82796edeadedbc,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=200000361)
vppVlvHPTurbAdmFaultEnableNative,ST,HP_TURB_ADM_VLV,LAB_FAULT_CONTROL,BOOL,BOOL,HP_TURB_ADM_VLV 밸브 고장 주입 활성,HP_TURB_ADM_VLV fault enable,CMD.VLV.HP_TURB_ADM_VLV.FAULT_ENABLE,,SCENARIO_LAB_CONTROL,Y,FAULT_ENABLE,WHEN_LOGGED_RAW_VALUE_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012136)
vppVlvHPTurbAdmFaultValueNative,ST,HP_TURB_ADM_VLV,LAB_FAULT_CONTROL,REAL,pu,HP_TURB_ADM_VLV 고장 시 강제 적용 개도,HP_TURB_ADM_VLV fault forced value,CMD.VLV.HP_TURB_ADM_VLV.FAULT_POSITION,,SCENARIO_LAB_CONTROL,Y,FAULT_FORCED_VALUE,WHEN_LOGGED_RAW_VALUE_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012137)
vppVlvHPTurbAdmFb,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,REAL,pu,HP 터빈 입구밸브 밸브 개도 피드백,HP turbine admission valve valve position feedback,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012138)
vppVlvHPTurbAdmManualCmdNative,ST,HP_TURB_ADM_VLV,COMMAND_INPUT,REAL,pu,HP_TURB_ADM_VLV 수동 밸브 개도 명령,HP_TURB_ADM_VLV manual command,CMD.VLV.HP_TURB_ADM_VLV.MANUAL_POSITION,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,MANUAL_COMMAND,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012139)
vppVlvHPTurbAdmMassFlowTH,ST,HP-TURB-ADM-VALVE,PHYSICAL_OR_PROCESS,REAL,t/h,HP 터빈 입구밸브 밸브 질량유량,HP turbine admission valve valve mass flow,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012140)
vppVlvHPTurbAdmModeAutoNative,ST,HP_TURB_ADM_VLV,COMMAND_INPUT,BOOL,BOOL,HP_TURB_ADM_VLV 자동/수동 모드 선택,HP_TURB_ADM_VLV auto man select,CMD.VLV.HP_TURB_ADM_VLV.MODE_AUTO,,OPERATIONAL_CONTROL + SCENARIO_LAB,Y,AUTO_MAN_SELECT,RAW_READBACK_ALLOWED; LAB_PRESET_LABEL_EXCLUDED,SOURCE_CONFIRMED,GITHUB_OPCUA_NATIVE_VALVE_CONTRACT,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/af0c9f04971995f77c3170e5f56ec38558969e28/opcua_native_valve_nodes_v1.csv,af0c9f04971995f77c3170e5f56ec38558969e28,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012141)
vppVlvHPTurbAdmTarget,ST,HP-TURB-ADM-VALVE,MODEL_INTERNAL,REAL,pu,HP 터빈 입구밸브 밸브 내부 목표값,HP turbine admission valve internal valve target,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012142)
vppVlvIPFWCVAutoCmd,HRSG,IP-FWCV,MODEL_INTERNAL,REAL,pu,IP 급수제어밸브 자동 제어 명령,IP feedwater control valve automatic control command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012143)
vppVlvIPFWCVCmd,HRSG,IP-FWCV,MODEL_INTERNAL,REAL,pu,IP 급수제어밸브 최종 밸브 명령,IP feedwater control valve resolved valve command,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012144)
vppVlvIPFWCVCv,HRSG,IP-FWCV,MODEL_INTERNAL,REAL,Cv,IP 급수제어밸브 밸브 유량계수,IP feedwater control valve valve flow coefficient,,,RAW_INTERNAL_EVIDENCE,N,,RAW_EVIDENCE_ALLOWED,CONFIRMED_OR_DETERMINISTIC,GITHUB_MODELICA_PATTERN,https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/modelica/TripLens_CombinedCycle_TripTAC_ProcessView_v36.mo; https://github.com/khaku25/triplens-thermosyspro-cloud-runner/blob/9c8545dbcc595c7f80f1e71bf141c7180f32fd86/config/alarm_registry_v1.csv,9c8545dbcc595c7f80f1e71bf141c7180f32fd86,True,CENSUS_OBSERVED,Variant,NumericNodeId(ns=1;i=100012145)
